Date,Arriving by date,Type,Confirmation code,Booking date,Start date,End date,Nights,Guest,Listing,Details,Reference code,Currency,Amount,Paid out,Service fee,Fast pay fee,Cleaning fee,Gross earnings,Occupancy taxes,Earnings year
02/06/2025,,Reservation,HMK2M3BQS5,02/01/2025,02/05/2025,02/08/2025,3,Guest 165,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,378.30,,11.70,,50.00,390.00,0.00,2025
02/05/2025,02/05/2025,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),UBAG9Q8M58ST8,USD,,561.68,,,,,,
02/05/2025,,Reservation,HMZ3FKJ4RT,01/26/2025,02/04/2025,02/13/2025,9,Guest 104,Modern City Getaway | Spacious 1BR Apt,,,USD,561.68,,17.37,,35.00,579.05,0.00,2025
02/03/2025,02/03/2025,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),8VCQNG3NRM77G,USD,,160.05,,,,,,
02/03/2025,,Reservation,HMA8K2SJYN,12/19/2024,02/02/2025,02/04/2025,2,Guest 166,Modern City Getaway | Spacious 1BR Apt,,,USD,160.05,,4.95,,35.00,165.00,0.00,2025
02/01/2025,02/01/2025,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),P7DH8U7LU7NXU,USD,,552.90,,,,,,
02/01/2025,,Reservation,HMWMD2QFB5,12/28/2024,01/31/2025,02/04/2025,4,Guest 167,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,552.90,,17.10,,50.00,570.00,0.00,2025
01/30/2025,01/30/2025,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),LCMMRF2PVG6T6,USD,,286.15,,,,,,
01/30/2025,,Reservation,HMTFDYBKYC,01/25/2025,01/29/2025,02/02/2025,4,Guest 168,Modern City Getaway | Spacious 1BR Apt,,,USD,286.15,,8.85,,35.00,295.00,0.00,2025
01/28/2025,01/28/2025,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),DJYGHANRDB6PL,USD,,291.00,,,,,,
01/28/2025,,Reservation,HM89WAY2B5,01/23/2025,01/27/2025,01/29/2025,2,Guest 131,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,291.00,,9.00,,50.00,300.00,0.00,2025
01/25/2025,01/25/2025,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),XM4VSMRLKEVPU,USD,,448.14,,,,,,
01/25/2025,,Reservation,HMXC2CXCAM,12/30/2024,01/24/2025,01/27/2025,3,Guest 169,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,448.14,,13.86,,50.00,462.00,0.00,2025
01/24/2025,01/24/2025,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),MC7L7LS6X28G2,USD,,294.98,,,,,,
01/24/2025,,Adjustment,HMYPMPPEB4,01/04/2025,01/14/2025,01/21/2025,7,Guest 104,Modern City Getaway | Spacious 1BR Apt,,,USD,-117.27,,-3.63,,0.00,,0.00,2025
01/24/2025,,Reservation,HMYW2EAZEM,01/13/2025,01/23/2025,01/29/2025,6,Guest 170,Modern City Getaway | Spacious 1BR Apt,,,USD,412.25,,12.75,,35.00,425.00,0.00,2025
01/17/2025,01/17/2025,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),R8F7QKGN6BQP8,USD,,1952.38,,,,,,
01/17/2025,,Reservation,HMMDMTMEC8,12/15/2024,01/16/2025,02/04/2025,19,Guest 171,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,1415.97,,43.79,,35.00,1459.76,0.00,2025
01/17/2025,,Reservation,HMQBWWEJDA,12/29/2024,01/16/2025,01/19/2025,3,Guest 172,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,536.41,,16.59,,50.00,553.00,0.00,2025
01/15/2025,01/15/2025,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),MSQW33QZJCMXQ,USD,,564.38,,,,,,
01/15/2025,,Reservation,HMYPMPPEB4,01/04/2025,01/14/2025,01/21/2025,7,Guest 104,Modern City Getaway | Spacious 1BR Apt,,,USD,564.38,,17.46,,35.00,581.84,0.00,2025
01/09/2025,01/09/2025,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),ZBJC4UVVU7HLN,USD,,430.57,,,,,,
01/09/2025,,Resolution Adjustment,HM5EFKBZ44,,12/30/2024,01/08/2025,9,Guest 014,Delightful Piantini | Spacious 11th Floor 1BR Apt,Resolution adjustment for resolution 37246669,,USD,-167.20,,,,,-167.20,,2025
01/09/2025,,Reservation,HMP8SADAF4,01/02/2025,01/02/2025,01/10/2025,8,Guest 173,Modern City Getaway | Spacious 1BR Apt,,,USD,58.64,,1.81,,0.00,60.45,0.00,2025
01/09/2025,,Reservation,HMHT9YYJKP,12/30/2024,01/08/2025,01/15/2025,7,Guest 174,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,539.13,,16.67,,35.00,555.80,0.00,2025
01/07/2025,01/07/2025,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),KBKKEAR24R3EA,USD,,25.91,,,,,,
01/07/2025,,Reservation,HMP8SADAF4,01/02/2025,01/02/2025,01/10/2025,8,Guest 173,Modern City Getaway | Spacious 1BR Apt,,,USD,25.91,,0.80,,0.00,26.71,0.00,2025
01/07/2025,01/07/2025,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),6E3D3ZCJR9GDE,USD,,56.26,,,,,,
01/07/2025,,Reservation,HMP8SADAF4,01/02/2025,01/02/2025,01/10/2025,8,Guest 173,Modern City Getaway | Spacious 1BR Apt,,,USD,56.26,,1.74,,0.00,58.00,0.00,2025
01/06/2025,01/06/2025,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),LDJ952HWS52LN,USD,,465.60,,,,,,
01/06/2025,,Reservation,HM3CJ9DZYN,01/04/2025,01/05/2025,01/08/2025,3,Guest 175,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,465.60,,14.40,,50.00,480.00,0.00,2025
01/03/2025,01/03/2025,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),94KLV8GAXLG4A,USD,,994.25,,,,,,
01/03/2025,,Reservation,HMRAASZQX4,11/04/2024,01/02/2025,01/05/2025,3,Guest 176,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,549.02,,16.98,,50.00,566.00,0.00,2025
01/03/2025,,Reservation,HMP8SADAF4,01/02/2025,01/02/2025,01/10/2025,8,Guest 173,Modern City Getaway | Spacious 1BR Apt,,,USD,445.23,,13.77,,35.00,459.00,0.00,2025
12/31/2024,12/31/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),UWCGYLNT584G2,USD,,763.75,,,,,,
12/31/2024,,Reservation,HM5EFKBZ44,12/05/2024,12/30/2024,01/08/2025,9,Guest 014,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,763.75,,23.62,,35.00,787.37,0.00,2024
12/27/2024,12/27/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),3GYYANQ6BJJ52,USD,,370.54,,,,,,
12/27/2024,,Reservation,HMYK4H5PF3,12/07/2024,12/26/2024,12/30/2024,4,Guest 177,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,370.54,,11.46,,35.00,382.00,0.00,2024
12/26/2024,12/26/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),2XC3TPR5JL24J,USD,,1318.39,,,,,,
12/26/2024,,Reservation,HMFMN5Z5YM,11/06/2024,12/25/2024,01/02/2025,8,Guest 178,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,1318.39,,40.77,,50.00,1359.16,0.00,2024
12/21/2024,12/21/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),URBX6TGNMR7Q4,USD,,412.25,,,,,,
12/21/2024,,Reservation,HMNABHT3TR,11/15/2024,12/20/2024,12/22/2024,2,Guest 179,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,412.25,,12.75,,50.00,425.00,0.00,2024
12/20/2024,12/20/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),WAMWD3L7DD76J,USD,,1239.22,,,,,,
12/20/2024,,Reservation,HMBN3JFFWA,09/08/2024,12/19/2024,12/21/2024,2,Guest 180,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,181.39,,5.61,,35.00,187.00,0.00,2024
12/20/2024,,Reservation,HMQBTTQ9BS,12/07/2024,12/19/2024,01/02/2025,14,Guest 181,Modern City Getaway | Spacious 1BR Apt,,,USD,1057.83,,32.72,,35.00,1090.55,0.00,2024
12/18/2024,12/18/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),DM8Z5CJDLQKJA,USD,,271.60,,,,,,
12/18/2024,,Reservation,HMB4JTHMSH,12/16/2024,12/16/2024,12/20/2024,4,Guest 182,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,130.95,,4.05,,0.00,135.00,0.00,2024
12/18/2024,,Reservation,HM24N5YQ22,12/17/2024,12/17/2024,12/19/2024,2,Guest 085,Modern City Getaway | Spacious 1BR Apt,,,USD,140.65,,4.35,,35.00,145.00,0.00,2024
12/17/2024,12/17/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),ZZNXA9BDM32E2,USD,,380.24,,,,,,
12/17/2024,,Reservation,HMB4JTHMSH,12/16/2024,12/16/2024,12/20/2024,4,Guest 182,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,380.24,,11.76,,50.00,392.00,0.00,2024
12/14/2024,12/14/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),YQZHD43RCLGEA,USD,,548.05,,,,,,
12/14/2024,,Reservation,HMP84M85TQ,11/22/2024,12/13/2024,12/17/2024,4,Guest 183,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,336.59,,10.41,,35.00,347.00,0.00,2024
12/14/2024,,Reservation,HMNJ2A34XB,12/12/2024,12/13/2024,12/16/2024,3,Guest 184,Modern City Getaway | Spacious 1BR Apt,,,USD,211.46,,6.54,,35.00,218.00,0.00,2024
12/12/2024,12/12/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),CEBERNC23HLDC,USD,,681.91,,,,,,
12/12/2024,,Reservation,HM8YX8R94D,10/22/2024,12/11/2024,12/16/2024,5,Guest 185,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,681.91,,21.09,,50.00,703.00,0.00,2024
12/08/2024,12/08/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),RT9EFABF255MJ,USD,,445.23,,,,,,
12/08/2024,,Reservation,HMP5DRWS8J,11/06/2024,12/07/2024,12/10/2024,3,Guest 186,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,445.23,,13.77,,50.00,459.00,0.00,2024
12/05/2024,12/05/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),P97R8QZBPPA76,USD,,914.57,,,,,,
12/05/2024,,Reservation,HMB54XKRJP,11/22/2024,12/04/2024,12/13/2024,9,Guest 187,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,667.22,,20.64,,35.00,687.86,0.00,2024
12/05/2024,,Reservation,HMJH9P8DK4,12/03/2024,12/04/2024,12/08/2024,4,Guest 188,Modern City Getaway | Spacious 1BR Apt,,,USD,247.35,,7.65,,35.00,255.00,0.00,2024
12/04/2024,12/04/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),QTWEAZ26ZCZV4,USD,,562.60,,,,,,
12/04/2024,,Reservation,HMJMFCKXAY,11/01/2024,12/03/2024,12/07/2024,4,Guest 189,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,562.60,,17.40,,50.00,580.00,0.00,2024
11/30/2024,11/30/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),XQAKF6KLYGUEC,USD,,247.35,,,,,,
11/30/2024,,Reservation,HM9FY5N883,11/09/2024,11/29/2024,12/03/2024,4,Guest 190,Modern City Getaway | Spacious 1BR Apt,,,USD,247.35,,7.65,,35.00,255.00,0.00,2024
11/28/2024,11/28/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),MLTT4KXBHM7AE,USD,,614.01,,,,,,
11/28/2024,,Reservation,HM2JQJ4FMY,10/31/2024,11/27/2024,12/01/2024,4,Guest 191,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,614.01,,18.99,,50.00,633.00,0.00,2024
11/27/2024,11/27/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),3DSP9YJJYN9M2,USD,,151.32,,,,,,
11/27/2024,,Reservation,HMA4R9JBT3,11/25/2024,11/25/2024,11/30/2024,5,Guest 192,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,151.32,,4.68,,0.00,156.00,0.00,2024
11/26/2024,11/26/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),Y9FREREV2E3C2,USD,,223.10,,,,,,
11/26/2024,,Reservation,HMA4R9JBT3,11/25/2024,11/25/2024,11/30/2024,5,Guest 192,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,223.10,,6.90,,35.00,230.00,0.00,2024
11/23/2024,11/23/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),597XHWMJRFN92,USD,,412.25,,,,,,
11/23/2024,,Reservation,HMXQXYEBZA,10/22/2024,11/22/2024,11/28/2024,6,Guest 151,Modern City Getaway | Spacious 1BR Apt,,,USD,412.25,,12.75,,35.00,425.00,0.00,2024
11/22/2024,11/22/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),KXFV5ETHJFANU,USD,,471.42,,,,,,
11/22/2024,,Reservation,HMZAHJC3HW,10/28/2024,11/21/2024,11/24/2024,3,Guest 193,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,471.42,,14.58,,50.00,486.00,0.00,2024
11/14/2024,11/14/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),SVAZLRCL9BPEY,USD,,793.46,,,,,,
11/14/2024,,Reservation,HM93PFT5HD,11/08/2024,11/13/2024,11/19/2024,6,Guest 194,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,793.46,,24.54,,50.00,818.00,0.00,2024
11/08/2024,11/08/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),ES66KCZUWZN48,USD,,1394.11,,,,,,
11/08/2024,,Reservation,HMHWZF48RB,09/28/2024,11/07/2024,11/11/2024,4,Guest 195,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,628.56,,19.44,,50.00,648.00,0.00,2024
11/08/2024,,Reservation,HMFPWWBRHX,11/05/2024,11/07/2024,11/20/2024,13,Guest 196,Modern City Getaway | Spacious 1BR Apt,,,USD,765.55,,23.68,,35.00,789.23,0.00,2024
11/06/2024,11/06/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),UBHXLLSPW4EKU,USD,,130.95,,,,,,
11/06/2024,,Reservation,HMQ52HBBMJ,11/05/2024,11/05/2024,11/07/2024,2,Guest 197,Modern City Getaway | Spacious 1BR Apt,,,USD,130.95,,4.05,,35.00,135.00,0.00,2024
11/05/2024,11/05/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),NC7RVKWTW4DMG,USD,,1437.70,,,,,,
11/05/2024,,Reservation,HMNENZ92P8,06/29/2024,11/04/2024,11/24/2024,20,Guest 198,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,1437.70,,44.46,,35.00,1482.16,0.00,2024
11/04/2024,11/04/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),27S2Z7W6DS8W8,USD,,714.89,,,,,,
11/04/2024,,Reservation,HM2CXMRRJ8,09/14/2024,11/03/2024,11/07/2024,4,Guest 199,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,583.94,,18.06,,50.00,602.00,0.00,2024
11/04/2024,,Reservation,HMHAMREPJ9,11/02/2024,11/03/2024,11/05/2024,2,Guest 200,Modern City Getaway | Spacious 1BR Apt,,,USD,130.95,,4.05,,35.00,135.00,0.00,2024
10/31/2024,10/31/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),HFELUEULAYN7C,USD,,670.27,,,,,,
10/31/2024,,Reservation,HMZBRJQFMK,10/27/2024,10/30/2024,11/03/2024,4,Guest 201,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,529.62,,16.38,,50.00,546.00,0.00,2024
10/31/2024,,Reservation,HM9XEMS5T2,10/30/2024,10/30/2024,11/01/2024,2,Guest 202,Modern City Getaway | Spacious 1BR Apt,,,USD,140.65,,4.35,,35.00,145.00,0.00,2024
10/28/2024,10/28/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),SJNRBWWWWDXUA,USD,,475.08,,,,,,
10/28/2024,,Reservation,HMMX3N4MY9,10/23/2024,10/27/2024,11/03/2024,7,Guest 203,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,475.08,,14.69,,35.00,489.77,0.00,2024
10/26/2024,10/26/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),BWFGSTX8DQJQ6,USD,,261.90,,,,,,
10/26/2024,,Reservation,HMTA55NY2N,10/25/2024,10/25/2024,10/27/2024,2,Guest 073,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,261.90,,8.10,,50.00,270.00,0.00,2024
10/24/2024,10/24/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),2UNHBB3YCYHT2,USD,,644.08,,,,,,
10/24/2024,,Reservation,HM3QYQBNYE,09/25/2024,10/23/2024,10/27/2024,4,Guest 204,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,377.33,,11.67,,35.00,389.00,0.00,2024
10/24/2024,,Reservation,HMMPCD2QPR,10/22/2024,10/23/2024,10/27/2024,4,Guest 205,Modern City Getaway | Spacious 1BR Apt,,,USD,266.75,,8.25,,35.00,275.00,0.00,2024
10/22/2024,10/22/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),RGKYE42QK7JWU,USD,,291.00,,,,,,
10/22/2024,,Reservation,HMW9BKD2X4,10/17/2024,10/21/2024,10/23/2024,2,Guest 206,Modern City Getaway | Spacious 1BR Apt,,,USD,140.65,,4.35,,35.00,145.00,0.00,2024
10/22/2024,,Reservation,HMJZBQMN2R,10/21/2024,10/21/2024,10/23/2024,2,Guest 207,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,150.35,,4.65,,35.00,155.00,0.00,2024
10/19/2024,10/19/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),X6QQJU3XBMASY,USD,,764.36,,,,,,
10/19/2024,,Reservation,HMBYJF4EMS,09/01/2024,10/18/2024,10/22/2024,4,Guest 208,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,602.37,,18.63,,50.00,621.00,0.00,2024
10/19/2024,,Reservation,HM2JMKT4CC,10/13/2024,10/18/2024,10/20/2024,2,Guest 209,Modern City Getaway | Spacious 1BR Apt,,,USD,161.99,,5.01,,35.00,167.00,0.00,2024
10/18/2024,10/18/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),5Q8YXRNJ9FXFE,USD,,343.38,,,,,,
10/18/2024,,Reservation,HM2M4S33B8,09/22/2024,10/17/2024,10/21/2024,4,Guest 161,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,343.38,,10.62,,35.00,354.00,0.00,2024
10/16/2024,10/16/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),NVT3DC5F2Y4RY,USD,,418.07,,,,,,
10/16/2024,,Reservation,HM2H2CBX3C,10/15/2024,10/15/2024,10/18/2024,3,Guest 210,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,418.07,,12.93,,50.00,431.00,0.00,2024
10/14/2024,10/14/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),QWC4TRB97YVQ2,USD,,293.91,,,,,,
10/14/2024,,Reservation,HM8ZP4ADCJ,08/21/2024,10/13/2024,10/15/2024,2,Guest 211,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,293.91,,9.09,,40.00,303.00,0.00,2024
10/12/2024,10/12/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),ABJAS4CUCC5AG,USD,,829.35,,,,,,
10/12/2024,,Reservation,HMDPZJ2QA5,10/01/2024,10/11/2024,10/16/2024,5,Guest 212,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,405.46,,12.54,,35.00,418.00,0.00,2024
10/12/2024,,Reservation,HMMPBABMDW,10/10/2024,10/11/2024,10/13/2024,2,Guest 213,Modern City Getaway | Spacious 1BR Apt,,,USD,163.93,,5.07,,35.00,169.00,0.00,2024
10/12/2024,,Reservation,HMQHCRYCW9,10/10/2024,10/11/2024,10/13/2024,2,Guest 214,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,259.96,,8.04,,40.00,268.00,0.00,2024
10/08/2024,10/08/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),JBZ3SDBECGADL,USD,,817.71,,,,,,
10/08/2024,,Reservation,HMJT5Y2WW3,10/02/2024,10/07/2024,10/11/2024,4,Guest 215,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,546.11,,16.89,,50.00,563.00,0.00,2024
10/08/2024,,Reservation,HMYX549K4J,10/07/2024,10/07/2024,10/11/2024,4,Guest 213,Modern City Getaway | Spacious 1BR Apt,,,USD,271.60,,8.40,,35.00,280.00,0.00,2024
10/06/2024,10/06/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),WT9R84NQC7ZFW,USD,,237.65,,,,,,
10/06/2024,,Reservation,HMC2RBM3EQ,10/03/2024,10/05/2024,10/08/2024,3,Guest 216,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,237.65,,7.35,,35.00,245.00,0.00,2024
10/05/2024,10/05/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),WYYQQPUAV3VZN,USD,,136.77,,,,,,
10/05/2024,,Reservation,HM9TF5MQ3P,10/02/2024,10/04/2024,10/06/2024,2,Guest 217,Modern City Getaway | Spacious 1BR Apt,,,USD,136.77,,4.23,,35.00,141.00,0.00,2024
09/29/2024,09/29/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),G64345YPEMA64,USD,,1381.44,,,,,,
09/29/2024,,Reservation,HMDYWW5KCB,09/16/2024,09/28/2024,10/02/2024,4,Guest 218,Modern City Getaway | Spacious 1BR Apt,,,USD,286.15,,8.85,,35.00,295.00,0.00,2024
09/29/2024,,Reservation,HMRECJDMQR,08/06/2024,09/28/2024,10/07/2024,9,Guest 219,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,1095.29,,33.87,,50.00,1129.16,0.00,2024
09/27/2024,09/27/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),4VPRFESEBU6PL,USD,,491.79,,,,,,
09/27/2024,,Reservation,HM2NFR5WHE,09/08/2024,09/26/2024,10/02/2024,6,Guest 220,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,491.79,,15.21,,35.00,507.00,0.00,2024
09/23/2024,09/23/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),STB3YYJZGYQH8,USD,,324.95,,,,,,
09/23/2024,,Reservation,HM8XH9JRD3,08/03/2024,09/22/2024,09/26/2024,4,Guest 220,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,324.95,,10.05,,35.00,335.00,0.00,2024
09/22/2024,09/22/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),CCPRTA6PA4SXY,USD,,446.21,,,,,,
09/22/2024,,Reservation,HMKAN9M9FX,08/28/2024,09/21/2024,09/28/2024,7,Guest 221,Modern City Getaway | Spacious 1BR Apt,,,USD,446.21,,13.80,,35.00,460.01,0.00,2024
09/21/2024,09/21/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),M8TNB9H383RRC,USD,,291.00,,,,,,
09/21/2024,,Reservation,HMZH5NEJFQ,09/20/2024,09/20/2024,09/22/2024,2,Guest 222,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,291.00,,9.00,,40.00,300.00,0.00,2024
09/19/2024,09/19/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),UWKAVKZG5GK74,USD,,328.83,,,,,,
09/19/2024,,Reservation,HMXCQ9W4JR,09/05/2024,09/18/2024,09/22/2024,4,Guest 223,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,328.83,,10.17,,35.00,339.00,0.00,2024
09/14/2024,09/14/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),PYBESUYFBLPFU,USD,,369.33,,,,,,
09/14/2024,,Reservation,HMZ54AFAYR,09/11/2024,09/13/2024,09/16/2024,3,Guest 224,Modern City Getaway | Spacious 1BR Apt,,,USD,194.73,,6.02,,35.00,200.75,0.00,2024
09/14/2024,,Reservation,HMJXXN9NNT,09/13/2024,09/13/2024,09/15/2024,2,Guest 225,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,174.60,,5.40,,35.00,180.00,0.00,2024
09/13/2024,09/13/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),Q6HXAY86KTN74,USD,,569.39,,,,,,
09/13/2024,,Reservation,HMAFEYDAZ2,08/24/2024,09/12/2024,09/16/2024,4,Guest 226,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,569.39,,17.61,,50.00,587.00,0.00,2024
09/10/2024,09/10/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),9XSQSVEY9H48J,USD,,160.05,,,,,,
09/10/2024,,Reservation,HMHAXFAJTX,09/09/2024,09/09/2024,09/11/2024,2,Guest 227,Modern City Getaway | Spacious 1BR Apt,,,USD,160.05,,4.95,,35.00,165.00,0.00,2024
09/09/2024,09/09/2024,Payout,,,,,,,,Transfer to PayPal: n••••o‌@gmail‌․‌com (USD),H7DHDREKXSF62,USD,,67.66,,,,,,
09/09/2024,,Reservation,HMWFW5NPKS,07/18/2024,08/28/2024,09/11/2024,14,Guest 228,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,67.66,,2.09,,0.00,69.75,0.00,2024
